,Name,Grade,Moves,Holdsets,Id,holds,number_of_holds,lengths_of_moves
230,UNE WAY,7B,"[{'Id': 1543428, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1543429, 'Description': 'I10', 'IsStart': False, 'IsEnd': False}, {'Id': 1543430, 'Description': 'F13', 'IsStart': False, 'IsEnd': False}, {'Id': 1543431, 'Description': 'H16', 'IsStart': False, 'IsEnd': False}, {'Id': 1543432, 'Description': 'C18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",85367,"['F5', 'I10', 'F13', 'H16', 'C18']",5,"{'F5toF5': 0.0, 'F5toI10': 5.830951894845301, 'F5toF13': 8.0, 'F5toH16': 11.180339887498949, 'F5toC18': 13.341664064126334, 'I10toF5': 5.830951894845301, 'I10toI10': 0.0, 'I10toF13': 4.242640687119285, 'I10toH16': 6.082762530298219, 'I10toC18': 10.0, 'F13toF5': 8.0, 'F13toI10': 4.242640687119285, 'F13toF13': 0.0, 'F13toH16': 3.605551275463989, 'F13toC18': 5.830951894845301, 'H16toF5': 11.180339887498949, 'H16toI10': 6.082762530298219, 'H16toF13': 3.605551275463989, 'H16toH16': 0.0, 'H16toC18': 5.385164807134504, 'C18toF5': 13.341664064126334, 'C18toI10': 10.0, 'C18toF13': 5.830951894845301, 'C18toH16': 5.385164807134504, 'C18toC18': 0.0}"
231,VISUALIZZA STOC......,7B,"[{'Id': 1538171, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}, {'Id': 1538172, 'Description': 'H8', 'IsStart': False, 'IsEnd': False}, {'Id': 1538173, 'Description': 'E9', 'IsStart': False, 'IsEnd': False}, {'Id': 1538174, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1538175, 'Description': 'F13', 'IsStart': False, 'IsEnd': False}, {'Id': 1538176, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",70034,"['J5', 'H8', 'E9', 'H12', 'F13', 'I18']",6,"{'J5toJ5': 0.0, 'J5toH8': 3.605551275463989, 'J5toE9': 6.4031242374328485, 'J5toH12': 7.280109889280518, 'J5toF13': 8.94427190999916, 'J5toI18': 13.038404810405298, 'H8toJ5': 3.605551275463989, 'H8toH8': 0.0, 'H8toE9': 3.1622776601683795, 'H8toH12': 4.0, 'H8toF13': 5.385164807134504, 'H8toI18': 10.04987562112089, 'E9toJ5': 6.4031242374328485, 'E9toH8': 3.1622776601683795, 'E9toE9': 0.0, 'E9toH12': 4.242640687119285, 'E9toF13': 4.123105625617661, 'E9toI18': 9.848857801796104, 'H12toJ5': 7.280109889280518, 'H12toH8': 4.0, 'H12toE9': 4.242640687119285, 'H12toH12': 0.0, 'H12toF13': 2.23606797749979, 'H12toI18': 6.082762530298219, 'F13toJ5': 8.94427190999916, 'F13toH8': 5.385164807134504, 'F13toE9': 4.123105625617661, 'F13toH12': 2.23606797749979, 'F13toF13': 0.0, 'F13toI18': 5.830951894845301, 'I18toJ5': 13.038404810405298, 'I18toH8': 10.04987562112089, 'I18toE9': 9.848857801796104, 'I18toH12': 6.082762530298219, 'I18toF13': 5.830951894845301, 'I18toI18': 0.0}"
232,VURT,7B,"[{'Id': 1518053, 'Description': 'B3', 'IsStart': True, 'IsEnd': False}, {'Id': 1518054, 'Description': 'E7', 'IsStart': False, 'IsEnd': False}, {'Id': 1518055, 'Description': 'C10', 'IsStart': False, 'IsEnd': False}, {'Id': 1518056, 'Description': 'F12', 'IsStart': False, 'IsEnd': False}, {'Id': 1518057, 'Description': 'G14', 'IsStart': False, 'IsEnd': False}, {'Id': 1518058, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",19222,"['B3', 'E7', 'C10', 'F12', 'G14', 'I18']",6,"{'B3toB3': 0.0, 'B3toE7': 5.0, 'B3toC10': 7.0710678118654755, 'B3toF12': 9.848857801796104, 'B3toG14': 12.083045973594572, 'B3toI18': 16.55294535724685, 'E7toB3': 5.0, 'E7toE7': 0.0, 'E7toC10': 3.605551275463989, 'E7toF12': 5.0990195135927845, 'E7toG14': 7.280109889280518, 'E7toI18': 11.704699910719626, 'C10toB3': 7.0710678118654755, 'C10toE7': 3.605551275463989, 'C10toC10': 0.0, 'C10toF12': 3.605551275463989, 'C10toG14': 5.656854249492381, 'C10toI18': 10.0, 'F12toB3': 9.848857801796104, 'F12toE7': 5.0990195135927845, 'F12toC10': 3.605551275463989, 'F12toF12': 0.0, 'F12toG14': 2.23606797749979, 'F12toI18': 6.708203932499369, 'G14toB3': 12.083045973594572, 'G14toE7': 7.280109889280518, 'G14toC10': 5.656854249492381, 'G14toF12': 2.23606797749979, 'G14toG14': 0.0, 'G14toI18': 4.47213595499958, 'I18toB3': 16.55294535724685, 'I18toE7': 11.704699910719626, 'I18toC10': 10.0, 'I18toF12': 6.708203932499369, 'I18toG14': 4.47213595499958, 'I18toI18': 0.0}"
233,WEEL OF WOLVO,7B,"[{'Id': 1582620, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1582621, 'Description': 'E9', 'IsStart': False, 'IsEnd': False}, {'Id': 1582622, 'Description': 'H5', 'IsStart': False, 'IsEnd': False}, {'Id': 1582623, 'Description': 'F11', 'IsStart': False, 'IsEnd': False}, {'Id': 1582624, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1582625, 'Description': 'G15', 'IsStart': False, 'IsEnd': False}, {'Id': 1582626, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",202064,"['C5', 'E9', 'H5', 'F11', 'H12', 'G15', 'I18']",7,"{'C5toC5': 0.0, 'C5toE9': 4.47213595499958, 'C5toH5': 5.0, 'C5toF11': 6.708203932499369, 'C5toH12': 8.602325267042627, 'C5toG15': 10.770329614269007, 'C5toI18': 14.317821063276353, 'E9toC5': 4.47213595499958, 'E9toE9': 0.0, 'E9toH5': 5.0, 'E9toF11': 2.23606797749979, 'E9toH12': 4.242640687119285, 'E9toG15': 6.324555320336759, 'E9toI18': 9.848857801796104, 'H5toC5': 5.0, 'H5toE9': 5.0, 'H5toH5': 0.0, 'H5toF11': 6.324555320336759, 'H5toH12': 7.0, 'H5toG15': 10.04987562112089, 'H5toI18': 13.038404810405298, 'F11toC5': 6.708203932499369, 'F11toE9': 2.23606797749979, 'F11toH5': 6.324555320336759, 'F11toF11': 0.0, 'F11toH12': 2.23606797749979, 'F11toG15': 4.123105625617661, 'F11toI18': 7.615773105863909, 'H12toC5': 8.602325267042627, 'H12toE9': 4.242640687119285, 'H12toH5': 7.0, 'H12toF11': 2.23606797749979, 'H12toH12': 0.0, 'H12toG15': 3.1622776601683795, 'H12toI18': 6.082762530298219, 'G15toC5': 10.770329614269007, 'G15toE9': 6.324555320336759, 'G15toH5': 10.04987562112089, 'G15toF11': 4.123105625617661, 'G15toH12': 3.1622776601683795, 'G15toG15': 0.0, 'G15toI18': 3.605551275463989, 'I18toC5': 14.317821063276353, 'I18toE9': 9.848857801796104, 'I18toH5': 13.038404810405298, 'I18toF11': 7.615773105863909, 'I18toH12': 6.082762530298219, 'I18toG15': 3.605551275463989, 'I18toI18': 0.0}"
234,WHAT IF I GO?,7B,"[{'Id': 1757617, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 1757618, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1757619, 'Description': 'D9', 'IsStart': False, 'IsEnd': False}, {'Id': 1757620, 'Description': 'G11', 'IsStart': False, 'IsEnd': False}, {'Id': 1757621, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1757622, 'Description': 'I15', 'IsStart': False, 'IsEnd': False}, {'Id': 1757623, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",322239,"['G2', 'H5', 'D9', 'G11', 'H12', 'I15', 'G18']",7,"{'G2toG2': 0.0, 'G2toH5': 3.1622776601683795, 'G2toD9': 7.615773105863909, 'G2toG11': 9.0, 'G2toH12': 10.04987562112089, 'G2toI15': 13.152946437965905, 'G2toG18': 16.0, 'H5toG2': 3.1622776601683795, 'H5toH5': 0.0, 'H5toD9': 5.656854249492381, 'H5toG11': 6.082762530298219, 'H5toH12': 7.0, 'H5toI15': 10.04987562112089, 'H5toG18': 13.038404810405298, 'D9toG2': 7.615773105863909, 'D9toH5': 5.656854249492381, 'D9toD9': 0.0, 'D9toG11': 3.605551275463989, 'D9toH12': 5.0, 'D9toI15': 7.810249675906654, 'D9toG18': 9.486832980505138, 'G11toG2': 9.0, 'G11toH5': 6.082762530298219, 'G11toD9': 3.605551275463989, 'G11toG11': 0.0, 'G11toH12': 1.4142135623730951, 'G11toI15': 4.47213595499958, 'G11toG18': 7.0, 'H12toG2': 10.04987562112089, 'H12toH5': 7.0, 'H12toD9': 5.0, 'H12toG11': 1.4142135623730951, 'H12toH12': 0.0, 'H12toI15': 3.1622776601683795, 'H12toG18': 6.082762530298219, 'I15toG2': 13.152946437965905, 'I15toH5': 10.04987562112089, 'I15toD9': 7.810249675906654, 'I15toG11': 4.47213595499958, 'I15toH12': 3.1622776601683795, 'I15toI15': 0.0, 'I15toG18': 3.605551275463989, 'G18toG2': 16.0, 'G18toH5': 13.038404810405298, 'G18toD9': 9.486832980505138, 'G18toG11': 7.0, 'G18toH12': 6.082762530298219, 'G18toI15': 3.605551275463989, 'G18toG18': 0.0}"
235,èª²é¡Œ8,7B,"[{'Id': 1547440, 'Description': 'G4', 'IsStart': True, 'IsEnd': False}, {'Id': 1547441, 'Description': 'K8', 'IsStart': False, 'IsEnd': False}, {'Id': 1547442, 'Description': 'G11', 'IsStart': False, 'IsEnd': False}, {'Id': 1547443, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1547444, 'Description': 'C13', 'IsStart': False, 'IsEnd': False}, {'Id': 1547445, 'Description': 'D16', 'IsStart': False, 'IsEnd': False}, {'Id': 1547446, 'Description': 'C18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",98754,"['G4', 'K8', 'G11', 'H12', 'C13', 'D16', 'C18']",7,"{'G4toG4': 0.0, 'G4toK8': 5.656854249492381, 'G4toG11': 7.0, 'G4toH12': 8.06225774829855, 'G4toC13': 9.848857801796104, 'G4toD16': 12.36931687685298, 'G4toC18': 14.560219778561036, 'K8toG4': 5.656854249492381, 'K8toK8': 0.0, 'K8toG11': 5.0, 'K8toH12': 5.0, 'K8toC13': 9.433981132056603, 'K8toD16': 10.63014581273465, 'K8toC18': 12.806248474865697, 'G11toG4': 7.0, 'G11toK8': 5.0, 'G11toG11': 0.0, 'G11toH12': 1.4142135623730951, 'G11toC13': 4.47213595499958, 'G11toD16': 5.830951894845301, 'G11toC18': 8.06225774829855, 'H12toG4': 8.06225774829855, 'H12toK8': 5.0, 'H12toG11': 1.4142135623730951, 'H12toH12': 0.0, 'H12toC13': 5.0990195135927845, 'H12toD16': 5.656854249492381, 'H12toC18': 7.810249675906654, 'C13toG4': 9.848857801796104, 'C13toK8': 9.433981132056603, 'C13toG11': 4.47213595499958, 'C13toH12': 5.0990195135927845, 'C13toC13': 0.0, 'C13toD16': 3.1622776601683795, 'C13toC18': 5.0, 'D16toG4': 12.36931687685298, 'D16toK8': 10.63014581273465, 'D16toG11': 5.830951894845301, 'D16toH12': 5.656854249492381, 'D16toC13': 3.1622776601683795, 'D16toD16': 0.0, 'D16toC18': 2.23606797749979, 'C18toG4': 14.560219778561036, 'C18toK8': 12.806248474865697, 'C18toG11': 8.06225774829855, 'C18toH12': 7.810249675906654, 'C18toC13': 5.0, 'C18toD16': 2.23606797749979, 'C18toC18': 0.0}"
236,45 MAGNUM,7A+,"[{'Id': 1698108, 'Description': 'C12', 'IsStart': False, 'IsEnd': False}, {'Id': 1698109, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}, {'Id': 1698110, 'Description': 'E7', 'IsStart': False, 'IsEnd': False}, {'Id': 1698111, 'Description': 'F15', 'IsStart': False, 'IsEnd': False}, {'Id': 1698112, 'Description': 'H11', 'IsStart': False, 'IsEnd': False}, {'Id': 1698113, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1698114, 'Description': 'I4', 'IsStart': True, 'IsEnd': False}, {'Id': 1698115, 'Description': 'K10', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",251124,"['C12', 'D18', 'E7', 'F15', 'H11', 'H5', 'I4', 'K10']",8,"{'C12toC12': 0.0, 'C12toD18': 6.082762530298219, 'C12toE7': 5.385164807134504, 'C12toF15': 4.242640687119285, 'C12toH11': 5.0990195135927845, 'C12toH5': 8.602325267042627, 'C12toI4': 10.0, 'C12toK10': 8.246211251235321, 'D18toC12': 6.082762530298219, 'D18toD18': 0.0, 'D18toE7': 11.045361017187261, 'D18toF15': 3.605551275463989, 'D18toH11': 8.06225774829855, 'D18toH5': 13.601470508735444, 'D18toI4': 14.866068747318506, 'D18toK10': 10.63014581273465, 'E7toC12': 5.385164807134504, 'E7toD18': 11.045361017187261, 'E7toE7': 0.0, 'E7toF15': 8.06225774829855, 'E7toH11': 5.0, 'E7toH5': 3.605551275463989, 'E7toI4': 5.0, 'E7toK10': 6.708203932499369, 'F15toC12': 4.242640687119285, 'F15toD18': 3.605551275463989, 'F15toE7': 8.06225774829855, 'F15toF15': 0.0, 'F15toH11': 4.47213595499958, 'F15toH5': 10.198039027185569, 'F15toI4': 11.40175425099138, 'F15toK10': 7.0710678118654755, 'H11toC12': 5.0990195135927845, 'H11toD18': 8.06225774829855, 'H11toE7': 5.0, 'H11toF15': 4.47213595499958, 'H11toH11': 0.0, 'H11toH5': 6.0, 'H11toI4': 7.0710678118654755, 'H11toK10': 3.1622776601683795, 'H5toC12': 8.602325267042627, 'H5toD18': 13.601470508735444, 'H5toE7': 3.605551275463989, 'H5toF15': 10.198039027185569, 'H5toH11': 6.0, 'H5toH5': 0.0, 'H5toI4': 1.4142135623730951, 'H5toK10': 5.830951894845301, 'I4toC12': 10.0, 'I4toD18': 14.866068747318506, 'I4toE7': 5.0, 'I4toF15': 11.40175425099138, 'I4toH11': 7.0710678118654755, 'I4toH5': 1.4142135623730951, 'I4toI4': 0.0, 'I4toK10': 6.324555320336759, 'K10toC12': 8.246211251235321, 'K10toD18': 10.63014581273465, 'K10toE7': 6.708203932499369, 'K10toF15': 7.0710678118654755, 'K10toH11': 3.1622776601683795, 'K10toH5': 5.830951894845301, 'K10toI4': 6.324555320336759, 'K10toK10': 0.0}"
237,5 FINGER DISCOUNT,7A+,"[{'Id': 1709905, 'Description': 'A9', 'IsStart': False, 'IsEnd': False}, {'Id': 1709906, 'Description': 'A14', 'IsStart': False, 'IsEnd': False}, {'Id': 1709907, 'Description': 'B12', 'IsStart': False, 'IsEnd': False}, {'Id': 1709908, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}, {'Id': 1709909, 'Description': 'E6', 'IsStart': False, 'IsEnd': False}, {'Id': 1709910, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1709911, 'Description': 'E14', 'IsStart': False, 'IsEnd': False}, {'Id': 1709912, 'Description': 'G4', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",30526,"['A9', 'A14', 'B12', 'D18', 'E6', 'E8', 'E14', 'G4']",8,"{'A9toA9': 0.0, 'A9toA14': 5.0, 'A9toB12': 3.1622776601683795, 'A9toD18': 9.486832980505138, 'A9toE6': 5.0, 'A9toE8': 4.123105625617661, 'A9toE14': 6.4031242374328485, 'A9toG4': 7.810249675906654, 'A14toA9': 5.0, 'A14toA14': 0.0, 'A14toB12': 2.23606797749979, 'A14toD18': 5.0, 'A14toE6': 8.94427190999916, 'A14toE8': 7.211102550927978, 'A14toE14': 4.0, 'A14toG4': 11.661903789690601, 'B12toA9': 3.1622776601683795, 'B12toA14': 2.23606797749979, 'B12toB12': 0.0, 'B12toD18': 6.324555320336759, 'B12toE6': 6.708203932499369, 'B12toE8': 5.0, 'B12toE14': 3.605551275463989, 'B12toG4': 9.433981132056603, 'D18toA9': 9.486832980505138, 'D18toA14': 5.0, 'D18toB12': 6.324555320336759, 'D18toD18': 0.0, 'D18toE6': 12.041594578792296, 'D18toE8': 10.04987562112089, 'D18toE14': 4.123105625617661, 'D18toG4': 14.317821063276353, 'E6toA9': 5.0, 'E6toA14': 8.94427190999916, 'E6toB12': 6.708203932499369, 'E6toD18': 12.041594578792296, 'E6toE6': 0.0, 'E6toE8': 2.0, 'E6toE14': 8.0, 'E6toG4': 2.8284271247461903, 'E8toA9': 4.123105625617661, 'E8toA14': 7.211102550927978, 'E8toB12': 5.0, 'E8toD18': 10.04987562112089, 'E8toE6': 2.0, 'E8toE8': 0.0, 'E8toE14': 6.0, 'E8toG4': 4.47213595499958, 'E14toA9': 6.4031242374328485, 'E14toA14': 4.0, 'E14toB12': 3.605551275463989, 'E14toD18': 4.123105625617661, 'E14toE6': 8.0, 'E14toE8': 6.0, 'E14toE14': 0.0, 'E14toG4': 10.198039027185569, 'G4toA9': 7.810249675906654, 'G4toA14': 11.661903789690601, 'G4toB12': 9.433981132056603, 'G4toD18': 14.317821063276353, 'G4toE6': 2.8284271247461903, 'G4toE8': 4.47213595499958, 'G4toE14': 10.198039027185569, 'G4toG4': 0.0}"
238,A JUMP TO FAR,7A+,"[{'Id': 1522690, 'Description': 'D3', 'IsStart': True, 'IsEnd': False}, {'Id': 1522691, 'Description': 'B4', 'IsStart': True, 'IsEnd': False}, {'Id': 1522692, 'Description': 'H10', 'IsStart': False, 'IsEnd': False}, {'Id': 1522693, 'Description': 'B8', 'IsStart': False, 'IsEnd': False}, {'Id': 1522694, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1522695, 'Description': 'F16', 'IsStart': False, 'IsEnd': False}, {'Id': 1522696, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",26083,"['D3', 'B4', 'H10', 'B8', 'F14', 'F16', 'D18']",7,"{'D3toD3': 0.0, 'D3toB4': 2.23606797749979, 'D3toH10': 8.06225774829855, 'D3toB8': 5.385164807134504, 'D3toF14': 11.180339887498949, 'D3toF16': 13.152946437965905, 'D3toD18': 15.0, 'B4toD3': 2.23606797749979, 'B4toB4': 0.0, 'B4toH10': 8.48528137423857, 'B4toB8': 4.0, 'B4toF14': 10.770329614269007, 'B4toF16': 12.649110640673518, 'B4toD18': 14.142135623730951, 'H10toD3': 8.06225774829855, 'H10toB4': 8.48528137423857, 'H10toH10': 0.0, 'H10toB8': 6.324555320336759, 'H10toF14': 4.47213595499958, 'H10toF16': 6.324555320336759, 'H10toD18': 8.94427190999916, 'B8toD3': 5.385164807134504, 'B8toB4': 4.0, 'B8toH10': 6.324555320336759, 'B8toB8': 0.0, 'B8toF14': 7.211102550927978, 'B8toF16': 8.94427190999916, 'B8toD18': 10.198039027185569, 'F14toD3': 11.180339887498949, 'F14toB4': 10.770329614269007, 'F14toH10': 4.47213595499958, 'F14toB8': 7.211102550927978, 'F14toF14': 0.0, 'F14toF16': 2.0, 'F14toD18': 4.47213595499958, 'F16toD3': 13.152946437965905, 'F16toB4': 12.649110640673518, 'F16toH10': 6.324555320336759, 'F16toB8': 8.94427190999916, 'F16toF14': 2.0, 'F16toF16': 0.0, 'F16toD18': 2.8284271247461903, 'D18toD3': 15.0, 'D18toB4': 14.142135623730951, 'D18toH10': 8.94427190999916, 'D18toB8': 10.198039027185569, 'D18toF14': 4.47213595499958, 'D18toF16': 2.8284271247461903, 'D18toD18': 0.0}"
239,ACG13 VAR,7A+,"[{'Id': 1710065, 'Description': 'D12', 'IsStart': False, 'IsEnd': False}, {'Id': 1710066, 'Description': 'D9', 'IsStart': False, 'IsEnd': False}, {'Id': 1710067, 'Description': 'E15', 'IsStart': False, 'IsEnd': False}, {'Id': 1710068, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}, {'Id': 1710069, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 1710070, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",27956,"['D12', 'D9', 'E15', 'E18', 'G2', 'J8']",6,"{'D12toD12': 0.0, 'D12toD9': 3.0, 'D12toE15': 3.1622776601683795, 'D12toE18': 6.082762530298219, 'D12toG2': 10.44030650891055, 'D12toJ8': 7.211102550927978, 'D9toD12': 3.0, 'D9toD9': 0.0, 'D9toE15': 6.082762530298219, 'D9toE18': 9.055385138137417, 'D9toG2': 7.615773105863909, 'D9toJ8': 6.082762530298219, 'E15toD12': 3.1622776601683795, 'E15toD9': 6.082762530298219, 'E15toE15': 0.0, 'E15toE18': 3.0, 'E15toG2': 13.152946437965905, 'E15toJ8': 8.602325267042627, 'E18toD12': 6.082762530298219, 'E18toD9': 9.055385138137417, 'E18toE15': 3.0, 'E18toE18': 0.0, 'E18toG2': 16.1245154965971, 'E18toJ8': 11.180339887498949, 'G2toD12': 10.44030650891055, 'G2toD9': 7.615773105863909, 'G2toE15': 13.152946437965905, 'G2toE18': 16.1245154965971, 'G2toG2': 0.0, 'G2toJ8': 6.708203932499369, 'J8toD12': 7.211102550927978, 'J8toD9': 6.082762530298219, 'J8toE15': 8.602325267042627, 'J8toE18': 11.180339887498949, 'J8toG2': 6.708203932499369, 'J8toJ8': 0.0}"
240,ACG23,7A+,"[{'Id': 1521019, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1521020, 'Description': 'K5', 'IsStart': False, 'IsEnd': False}, {'Id': 1521021, 'Description': 'J9', 'IsStart': False, 'IsEnd': False}, {'Id': 1521022, 'Description': 'J10', 'IsStart': False, 'IsEnd': False}, {'Id': 1521023, 'Description': 'F12', 'IsStart': False, 'IsEnd': False}, {'Id': 1521024, 'Description': 'G12', 'IsStart': False, 'IsEnd': False}, {'Id': 1521025, 'Description': 'B13', 'IsStart': False, 'IsEnd': False}, {'Id': 1521026, 'Description': 'C14', 'IsStart': False, 'IsEnd': False}, {'Id': 1521027, 'Description': 'B16', 'IsStart': False, 'IsEnd': False}, {'Id': 1521028, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",22859,"['F5', 'K5', 'J9', 'J10', 'F12', 'G12', 'B13', 'C14', 'B16', 'G18']",10,"{'F5toF5': 0.0, 'F5toK5': 5.0, 'F5toJ9': 5.656854249492381, 'F5toJ10': 6.4031242374328485, 'F5toF12': 7.0, 'F5toG12': 7.0710678118654755, 'F5toB13': 8.94427190999916, 'F5toC14': 9.486832980505138, 'F5toB16': 11.704699910719626, 'F5toG18': 13.038404810405298, 'K5toF5': 5.0, 'K5toK5': 0.0, 'K5toJ9': 4.123105625617661, 'K5toJ10': 5.0990195135927845, 'K5toF12': 8.602325267042627, 'K5toG12': 8.06225774829855, 'K5toB13': 12.041594578792296, 'K5toC14': 12.041594578792296, 'K5toB16': 14.212670403551895, 'K5toG18': 13.601470508735444, 'J9toF5': 5.656854249492381, 'J9toK5': 4.123105625617661, 'J9toJ9': 0.0, 'J9toJ10': 1.0, 'J9toF12': 5.0, 'J9toG12': 4.242640687119285, 'J9toB13': 8.94427190999916, 'J9toC14': 8.602325267042627, 'J9toB16': 10.63014581273465, 'J9toG18': 9.486832980505138, 'J10toF5': 6.4031242374328485, 'J10toK5': 5.0990195135927845, 'J10toJ9': 1.0, 'J10toJ10': 0.0, 'J10toF12': 4.47213595499958, 'J10toG12': 3.605551275463989, 'J10toB13': 8.54400374531753, 'J10toC14': 8.06225774829855, 'J10toB16': 10.0, 'J10toG18': 8.54400374531753, 'F12toF5': 7.0, 'F12toK5': 8.602325267042627, 'F12toJ9': 5.0, 'F12toJ10': 4.47213595499958, 'F12toF12': 0.0, 'F12toG12': 1.0, 'F12toB13': 4.123105625617661, 'F12toC14': 3.605551275463989, 'F12toB16': 5.656854249492381, 'F12toG18': 6.082762530298219, 'G12toF5': 7.0710678118654755, 'G12toK5': 8.06225774829855, 'G12toJ9': 4.242640687119285, 'G12toJ10': 3.605551275463989, 'G12toF12': 1.0, 'G12toG12': 0.0, 'G12toB13': 5.0990195135927845, 'G12toC14': 4.47213595499958, 'G12toB16': 6.4031242374328485, 'G12toG18': 6.0, 'B13toF5': 8.94427190999916, 'B13toK5': 12.041594578792296, 'B13toJ9': 8.94427190999916, 'B13toJ10': 8.54400374531753, 'B13toF12': 4.123105625617661, 'B13toG12': 5.0990195135927845, 'B13toB13': 0.0, 'B13toC14': 1.4142135623730951, 'B13toB16': 3.0, 'B13toG18': 7.0710678118654755, 'C14toF5': 9.486832980505138, 'C14toK5': 12.041594578792296, 'C14toJ9': 8.602325267042627, 'C14toJ10': 8.06225774829855, 'C14toF12': 3.605551275463989, 'C14toG12': 4.47213595499958, 'C14toB13': 1.4142135623730951, 'C14toC14': 0.0, 'C14toB16': 2.23606797749979, 'C14toG18': 5.656854249492381, 'B16toF5': 11.704699910719626, 'B16toK5': 14.212670403551895, 'B16toJ9': 10.63014581273465, 'B16toJ10': 10.0, 'B16toF12': 5.656854249492381, 'B16toG12': 6.4031242374328485, 'B16toB13': 3.0, 'B16toC14': 2.23606797749979, 'B16toB16': 0.0, 'B16toG18': 5.385164807134504, 'G18toF5': 13.038404810405298, 'G18toK5': 13.601470508735444, 'G18toJ9': 9.486832980505138, 'G18toJ10': 8.54400374531753, 'G18toF12': 6.082762530298219, 'G18toG12': 6.0, 'G18toB13': 7.0710678118654755, 'G18toC14': 5.656854249492381, 'G18toB16': 5.385164807134504, 'G18toG18': 0.0}"
